dataset	tax_level	analysis_role	main_variable	main_variable_display	main_variable_type	term	taxon	beta	standard_error	statistic	p_value	n_samples	covariates	cluster_column	reference_group	model_formula	FDR_p_value	direction	raw_p_significance	FDR_p_significance
PRJNA255332	Genus	ALCOHOL_REGRESSION	Alcohol_days_per_week	Alcohol days per week	continuous	MAIN_Z	Genus:Campylobacter	0.7118179536630382	0.2602463757649407	2.735169516081812	0.012401980257509321	24	Smoking_status;Age			CLR(Genus:Campylobacter) ~ Alcohol_days_per_week + Smoking_status + Age	0.032245148669524236	Positive	p<0.05	p<0.05
PRJNA255332	Genus	ALCOHOL_REGRESSION	Alcohol_days_per_week	Alcohol days per week	continuous	MAIN_Z	Genus:Candidatus_Saccharimonas	0.09202364361928561	0.32376917005667144	0.2842260849085109	0.7790208176121651	24	Smoking_status;Age			CLR(Genus:Candidatus_Saccharimonas) ~ Alcohol_days_per_week + Smoking_status + Age	0.8634248558897294	Positive	NS	NS
PRJNA255332	Genus	ALCOHOL_REGRESSION	Alcohol_days_per_week	Alcohol days per week	continuous	MAIN_Z	Genus:Catonella	0.08254670749330839	0.3790344736182841	0.21778152975193246	0.8297015480175877	24	Smoking_status;Age			CLR(Genus:Catonella) ~ Alcohol_days_per_week + Smoking_status + Age	0.8634248558897294	Positive	NS	NS
PRJNA255332	Genus	ALCOHOL_REGRESSION	Alcohol_days_per_week	Alcohol days per week	continuous	MAIN_Z	Genus:Eikenella	1.003850125194161	0.2554007864407155	3.9304895618525357	0.0007670369360524501	24	Smoking_status;Age			CLR(Genus:Eikenella) ~ Alcohol_days_per_week + Smoking_status + Age	0.0024928700421704628	Positive	p<0.001	p<0.005
PRJNA255332	Genus	ALCOHOL_REGRESSION	Alcohol_days_per_week	Alcohol days per week	continuous	MAIN_Z	Genus:Fusobacterium	-1.2353481675762226	0.24017898902864185	-5.143448111645206	4.2748929533086744e-05	24	Smoking_status;Age			CLR(Genus:Fusobacterium) ~ Alcohol_days_per_week + Smoking_status + Age	0.0002778680419650638	Negative	p<0.001	p<0.001
PRJNA255332	Genus	ALCOHOL_REGRESSION	Alcohol_days_per_week	Alcohol days per week	continuous	MAIN_Z	Genus:Granulicatella	-2.0671074705381507	0.4800169847248197	-4.306321518442031	0.00031233572664308024	24	Smoking_status;Age			CLR(Genus:Granulicatella) ~ Alcohol_days_per_week + Smoking_status + Age	0.0013534548154533477	Negative	p<0.001	p<0.005
PRJNA255332	Genus	ALCOHOL_REGRESSION	Alcohol_days_per_week	Alcohol days per week	continuous	MAIN_Z	Genus:Neisseria	0.7280873641499682	0.6548618763186045	1.1118182176721156	0.27878331260052175	24	Smoking_status;Age			CLR(Genus:Neisseria) ~ Alcohol_days_per_week + Smoking_status + Age	0.5177404376866833	Positive	NS	NS
PRJNA255332	Genus	ALCOHOL_REGRESSION	Alcohol_days_per_week	Alcohol days per week	continuous	MAIN_Z	Genus:Peptoniphilus	-0.0573260098373308	0.32919883697004326	-0.17413794764574883	0.8634248558897294	24	Smoking_status;Age			CLR(Genus:Peptoniphilus) ~ Alcohol_days_per_week + Smoking_status + Age	0.8634248558897294	Negative	NS	NS
PRJNA255332	Genus	ALCOHOL_REGRESSION	Alcohol_days_per_week	Alcohol days per week	continuous	MAIN_Z	Genus:Prevotella_7	-0.3074073313012358	0.37384295686029495	-0.8222900168642575	0.42015096262344587	24	Smoking_status;Age			CLR(Genus:Prevotella_7) ~ Alcohol_days_per_week + Smoking_status + Age	0.6122396764376058	Negative	NS	NS
PRJNA255332	Genus	ALCOHOL_REGRESSION	Alcohol_days_per_week	Alcohol days per week	continuous	MAIN_Z	Genus:TM7x	0.2680513166087433	0.3932060664420619	0.6817069711925213	0.5028740018964752	24	Smoking_status;Age			CLR(Genus:TM7x) ~ Alcohol_days_per_week + Smoking_status + Age	0.6537362024654177	Positive	NS	NS
PRJNA255332	Genus	ALCOHOL_REGRESSION	Alcohol_days_per_week	Alcohol days per week	continuous	MAIN_Z	Genus:Veillonella	-1.307291497227399	0.6753628662316334	-1.9356875578928099	0.06648432426652509	24	Smoking_status;Age			CLR(Genus:Veillonella) ~ Alcohol_days_per_week + Smoking_status + Age	0.1440493692441377	Negative	NS	NS
PRJNA255332	Genus	ALCOHOL_REGRESSION	Alcohol_days_per_week	Alcohol days per week	continuous	MAIN_Z	Genus:[Eubacterium]_saphenum_group	0.41816008430499074	0.5126739196080109	0.8156453221273959	0.4238582375337271	24	Smoking_status;Age			CLR(Genus:[Eubacterium]_saphenum_group) ~ Alcohol_days_per_week + Smoking_status + Age	0.6122396764376058	Positive	NS	NS
PRJNA255332	Genus	ALCOHOL_REGRESSION	Alcohol_days_per_week	Alcohol days per week	continuous	MAIN_Z	Unclassified_Genus	1.6699432814468422	0.15610012812590893	10.697898211203782	5.869909511022166e-10	24	Smoking_status;Age			CLR(Unclassified_Genus) ~ Alcohol_days_per_week + Smoking_status + Age	7.630882364328815e-09	Positive	p<0.001	p<0.001
